Time,tluft,month,wind,wind_dir,rh,global,mslp
1/1/2019 0:00,7.7,1,6.1,212,87,0,1008.8
1/1/2019 1:00,7.2,1,4.3,197,88,0,1006.8
1/1/2019 2:00,8.5,1,7.3,233,87,0,1004.9
1/1/2019 3:00,8.3,1,8.7,249,78,0,1002.7
1/1/2019 4:00,7.3,1,10.4,265,74,0,1002.3
1/1/2019 5:00,7.2,1,11.2,259,77,0,1000.7
1/1/2019 6:00,6.9,1,9.8,255,77,0,999.8
1/1/2019 7:00,6.9,1,9.8,260,72,0,998.6
1/1/2019 8:00,7,1,10.2,264,71,0,997.9
1/1/2019 9:00,7.1,1,8.7,265,69,1.5,998.5
1/1/2019 10:00,7.4,1,7.3,269,68,25.41,998.4
1/1/2019 11:00,7.7,1,9.2,279,69,73.34,998
1/1/2019 12:00,7.7,1,8.7,283,68,113.87,998.1
1/1/2019 13:00,7.5,1,7.6,289,68,111.15,998.3
1/1/2019 14:00,7.8,1,9.4,307,62,72.62,998.8
1/1/2019 15:00,7.6,1,7.4,311,61,24.62,999.7
1/1/2019 16:00,7.7,1,7,326,58,5.43,1000.6
1/1/2019 17:00,7.4,1,5.4,334,59,0.44,1002.6
1/1/2019 18:00,7,1,5.8,326,59,0,1004.6
1/1/2019 19:00,6.4,1,6.8,319,58,0,1005.9
1/1/2019 20:00,5.7,1,6.3,326,58,0,1007.1
1/1/2019 21:00,5.6,1,7.3,342,54,0,1008.6
1/1/2019 22:00,5.4,1,7.8,341,48,0,1010.2
1/1/2019 23:00,5.3,1,8.6,345,48,0,1012
1/2/2019 0:00,4.6,1,9.6,343,48,0,1013.9
1/2/2019 1:00,4.2,1,9.8,341,51,0,1015.7
1/2/2019 2:00,3.5,1,7.5,342,42,0,1017.7
1/2/2019 3:00,3.2,1,7.1,341,47,0,1019.5
1/2/2019 4:00,2.8,1,6.6,351,47,0,1020.9
1/2/2019 5:00,2.3,1,4.7,349,46,0,1022.3
1/2/2019 6:00,2,1,6.2,339,49,0,1023.5
1/2/2019 7:00,1.7,1,4.8,342,50,0,1024.6
1/2/2019 8:00,1.6,1,5.1,343,50,0,1026
1/2/2019 9:00,1.2,1,5.1,341,49,1.76,1027.1
1/2/2019 10:00,1.2,1,5.3,329,55,31.52,1028.3
1/2/2019 11:00,1.6,1,4.8,322,54,86.02,1029.5
1/2/2019 12:00,2.2,1,5.2,330,55,132.93,1030
1/2/2019 13:00,2.8,1,5.5,341,53,143.22,1030.4
1/2/2019 14:00,3,1,5.1,339,51,117.04,1030.5
1/2/2019 15:00,2.8,1,4.6,341,53,62.26,1031.1
1/2/2019 16:00,2.1,1,3.7,338,54,9.84,1031.4
1/2/2019 17:00,1.7,1,3.3,327,55,0.09,1031.7
1/2/2019 18:00,1.4,1,3.4,338,56,0,1031.9
1/2/2019 19:00,0.4,1,1.1,17,60,0,1032.1
1/2/2019 20:00,0,1,1.3,327,64,0,1031.9
1/2/2019 21:00,0.3,1,1.5,307,62,0,1031.9
1/2/2019 22:00,-1.2,1,1.2,291,73,0,1031.6
1/2/2019 23:00,-0.8,1,1.2,9,73,0,1031.3
1/3/2019 0:00,-1.2,1,0.6,18,75,0,1031.6
1/3/2019 1:00,-1.8,1,0,0,81,0,1031.9
1/3/2019 2:00,-1.2,1,0.8,29,82,0,1032
1/3/2019 3:00,-0.5,1,1.1,23,82,0,1032.5
1/3/2019 4:00,0.1,1,0.8,39,82,0,1032.2
1/3/2019 5:00,0.7,1,0,0,71,0,1032
1/3/2019 6:00,0.6,1,0.6,353,72,0,1032.3
1/3/2019 7:00,0.2,1,0.6,5,72,0,1032.8
1/3/2019 8:00,0.3,1,0,0,70,0,1033.2
1/3/2019 9:00,0.6,1,0,0,69,2.42,1033.9
1/3/2019 10:00,0.6,1,0,0,71,24.93,1034.7
1/3/2019 11:00,1,1,0,0,69,48.03,1034.6
1/3/2019 12:00,2.7,1,0,0,65,117.65,1034.6
1/3/2019 13:00,2.8,1,0,0,66,74.68,1034.2
1/3/2019 14:00,2.9,1,0,0,64,64.29,1033.7
1/3/2019 15:00,3.2,1,0,0,62,53.26,1033.5
1/3/2019 16:00,2.4,1,0,0,65,12.8,1033.4
1/3/2019 17:00,2,1,0,0,67,0.24,1033.1
1/3/2019 18:00,1.1,1,0,0,68,0,1032.9
1/3/2019 19:00,0.2,1,0,0,70,0,1032.3
1/3/2019 20:00,1.4,1,0,0,73,0,1031.2
1/3/2019 21:00,1.9,1,0.8,174,76,0,1030.5
1/3/2019 22:00,2.3,1,0.8,173,76,0,1029.9
1/3/2019 23:00,1.4,1,0,0,77,0,1029.2
1/4/2019 0:00,0.4,1,0,0,78,0,1027.9
1/4/2019 1:00,-0.5,1,0,0,78,0,1027.2
1/4/2019 2:00,-0.5,1,0,0,78,0,1026.4
1/4/2019 3:00,-0.6,1,0,0,78,0,1026
1/4/2019 4:00,-0.8,1,0,0,78,0,1025.4
1/4/2019 5:00,-0.6,1,0,0,81,0,1024.8
1/4/2019 6:00,-0.6,1,0,0,79,0,1024.3
1/4/2019 7:00,0.1,1,0,0,78,0,1023.7
1/4/2019 8:00,0.2,1,0,0,78,0,1023.3
1/4/2019 9:00,0.1,1,0,0,78,0.97,1023.1
1/4/2019 10:00,0.5,1,0,0,78,40.88,1022.9
1/4/2019 11:00,2.6,1,0.7,174,78,72.32,1022.5
1/4/2019 12:00,5.7,1,1,179,76,107.05,1021.2
1/4/2019 13:00,6.7,1,2.2,275,79,139.56,1020.6
1/4/2019 14:00,6.5,1,1.8,275,81,95.3,1019.7
1/4/2019 15:00,6.4,1,1.5,246,82,44.73,1019.3
1/4/2019 16:00,6.2,1,2.2,263,82,8.01,1019.3
1/4/2019 17:00,5.4,1,1.4,249,83,0,1018.3
1/4/2019 18:00,5.7,1,1.7,254,83,0,1017.7
1/4/2019 19:00,4.9,1,0.7,220,83,0,1017.5
1/4/2019 20:00,4.1,1,0,0,84,0,1017.1
1/4/2019 21:00,3.5,1,0,0,84,0,1017
1/4/2019 22:00,1.5,1,0,0,82,0,1016.9
1/4/2019 23:00,1.5,1,0,0,82,0,1017.1
1/5/2019 0:00,1.6,1,0,0,82,0,1017.4
1/5/2019 1:00,1.5,1,0,0,83,0,1017.4
1/5/2019 2:00,1.4,1,0,0,83,0,1017.6
1/5/2019 3:00,1.4,1,0,0,83,0,1017.8
1/5/2019 4:00,1.7,1,0,0,83,0,1018.1
1/5/2019 5:00,1.3,1,0,0,83,0,1018.4
1/5/2019 6:00,1,1,0,0,83,0,1019.1
1/5/2019 7:00,0.6,1,0,0,83,0,1020
1/5/2019 8:00,1.5,1,0,0,82,0,1020.7
1/5/2019 9:00,1.3,1,0,0,82,2.79,1021.4
1/5/2019 10:00,2.1,1,1.4,40,83,27.98,1021.8
1/5/2019 11:00,4.6,1,0.7,9,79,75.52,1022.5
1/5/2019 12:00,5.5,1,0,0,77,137.65,1023.1
1/5/2019 13:00,5.4,1,0,0,81,133.21,1023.4
1/5/2019 14:00,5.5,1,0.8,316,80,106.49,1024
1/5/2019 15:00,4.8,1,0,0,80,61.59,1024.2
1/5/2019 16:00,3,1,0,0,83,12.08,1024.4
1/5/2019 17:00,1.8,1,0,0,82,0.14,1025.1
1/5/2019 18:00,0.7,1,0,0,81,0,1025.4
1/5/2019 19:00,0.8,1,0,0,82,0,1025.4
1/5/2019 20:00,0.3,1,0,0,82,0,1025.6
1/5/2019 21:00,-0.7,1,0,0,81,0,1025.2
1/5/2019 22:00,-0.8,1,0,0,88,0,1025.5
1/5/2019 23:00,-0.6,1,0,0,88,0,1026.1
1/6/2019 0:00,0.2,1,0,0,80,0,1026.2
1/6/2019 1:00,-0.1,1,0,0,80,0,1026.3
1/6/2019 2:00,0.2,1,0,0,81,0,1026.1
1/6/2019 3:00,-0.5,1,0,0,81,0,1026.1
1/6/2019 4:00,-1.3,1,0,0,80,0,1026.4
1/6/2019 5:00,-1.7,1,0,0,80,0,1026.3
1/6/2019 6:00,-1.1,1,0,0,82,0,1026
1/6/2019 7:00,-1.2,1,0,0,81,0,1026.1
1/6/2019 8:00,-1.2,1,0,0,81,0.01,1026.1
1/6/2019 9:00,-0.5,1,0,0,81,1.48,1026.5
1/6/2019 10:00,0.9,1,0,0,82,16.26,1026.4
1/6/2019 11:00,2,1,0,0,82,42.48,1026.3
1/6/2019 12:00,4.6,1,1.3,184,82,88.98,1026
1/6/2019 13:00,5.7,1,0.9,179,81,150.34,1025.9
1/6/2019 14:00,4.7,1,0.9,197,83,57.21,1026
1/6/2019 15:00,3.9,1,1.2,176,84,30.26,1025.9
1/6/2019 16:00,4.1,1,1.7,160,84,4.94,1025.8
1/6/2019 17:00,4,1,1.3,158,83,0.42,1025.7
1/6/2019 18:00,3.9,1,1.6,205,84,0,1025.8
1/6/2019 19:00,3.2,1,2.4,211,84,0,1026.2
1/6/2019 20:00,2.9,1,1.6,215,85,0,1026.2
1/6/2019 21:00,2.7,1,0.9,203,85,0,1025.8
1/6/2019 22:00,2.5,1,1.4,195,85,0,1025.8
1/6/2019 23:00,2.5,1,1.4,181,85,0,1025.6
1/7/2019 0:00,2.5,1,1.1,186,85,0,1025.4
1/7/2019 1:00,2.8,1,1.3,231,85,0,1025.3
1/7/2019 2:00,3.1,1,1,186,85,0,1024.9
1/7/2019 3:00,3.3,1,1.5,213,86,0,1024.9
1/7/2019 4:00,3.4,1,1.1,190,85,0,1024.3
1/7/2019 5:00,3.2,1,1.9,227,86,0,1024.1
1/7/2019 6:00,3,1,2.5,190,85,0,1023.3
1/7/2019 7:00,2.8,1,2.2,198,85,0,1022.9
1/7/2019 8:00,2.6,1,2.8,180,85,0.02,1022.7
1/7/2019 9:00,2.7,1,2,203,85,1.42,1022.2
1/7/2019 10:00,2.7,1,2.7,162,85,10.17,1021.1
1/7/2019 11:00,2.9,1,2.8,175,85,31.45,1020.1
1/7/2019 12:00,3.9,1,3.4,192,85,24.22,1019.1
1/7/2019 13:00,4.1,1,2.9,203,86,22.07,1017.8
1/7/2019 14:00,4.7,1,2.5,203,83,37.54,1016.4
1/7/2019 15:00,4.7,1,3.2,202,83,30.14,1014.9
1/7/2019 16:00,4.7,1,3.8,202,81,7.98,1013.1
1/7/2019 17:00,4.9,1,3.5,192,79,0.06,1011
1/7/2019 18:00,4.3,1,3.9,172,81,0,1008.5
1/7/2019 19:00,4,1,4.8,166,83,0,1005.7
1/7/2019 20:00,4.4,1,5.2,168,83,0,1003
1/7/2019 21:00,5.6,1,5.8,183,84,0,1000.5
1/7/2019 22:00,6.2,1,3.8,210,84,0,999.3
1/7/2019 23:00,6.2,1,3.3,221,84,0,998.2
1/8/2019 0:00,6,1,3.4,219,84,0,996.9
1/8/2019 1:00,5.8,1,2.8,198,84,0,995.5
1/8/2019 2:00,5.8,1,3.5,199,86,0,994.2
1/8/2019 3:00,5.6,1,2.5,196,85,0,993
1/8/2019 4:00,5.5,1,2.5,196,86,0,992.1
1/8/2019 5:00,5.5,1,1.7,201,85,0,991.5
1/8/2019 6:00,5.2,1,1,293,85,0,991.5
1/8/2019 7:00,5.1,1,0,0,86,0,991.5
1/8/2019 8:00,5,1,1.1,353,86,0.04,991.9
1/8/2019 9:00,4.5,1,2.6,351,85,1.23,992.8
1/8/2019 10:00,2.2,1,3.9,357,84,7.11,994.2
1/8/2019 11:00,2.6,1,3.7,5,81,40.93,994.8
1/8/2019 12:00,2.8,1,3.1,1,79,40.47,995.5
1/8/2019 13:00,2.2,1,4.3,355,80,36.89,996.1
1/8/2019 14:00,2.1,1,4.6,360,79,22.37,996.9
1/8/2019 15:00,2.1,1,4.5,10,79,14.51,998
1/8/2019 16:00,1.9,1,4.8,5,79,4.31,999.2
1/8/2019 17:00,1.6,1,4.6,5,80,0.03,1000.5
1/8/2019 18:00,1.7,1,5.6,3,79,0,1001.6
1/8/2019 19:00,1.6,1,5.2,360,78,0,1002.7
1/8/2019 20:00,1.2,1,5.2,359,79,0,1003.9
1/8/2019 21:00,1.4,1,5.4,2,76,0,1004.9
1/8/2019 22:00,1.3,1,5.4,358,74,0,1005.9
1/8/2019 23:00,1,1,5.1,3,75,0,1006.7
1/9/2019 0:00,0.9,1,4.1,359,73,0,1007.7
1/9/2019 1:00,0.9,1,4.3,360,71,0,1008.6
1/9/2019 2:00,0.9,1,4.7,2,71,0,1009.5
1/9/2019 3:00,0.9,1,3.9,2,71,0,1010.6
1/9/2019 4:00,0.9,1,4.2,10,69,0,1011.5
1/9/2019 5:00,0.6,1,3.6,3,69,0,1012.2
1/9/2019 6:00,0.4,1,3.9,12,69,0,1013.3
1/9/2019 7:00,0.4,1,3.6,11,69,0,1014.2
1/9/2019 8:00,0.3,1,3.5,11,68,0,1015.2
1/9/2019 9:00,0.2,1,3.4,12,69,1.68,1016.4
1/9/2019 10:00,0.3,1,3.4,14,69,33.7,1017.1
1/9/2019 11:00,1,1,3.8,9,68,99.84,1018
1/9/2019 12:00,1.6,1,3.8,13,67,144.16,1018.7
1/9/2019 13:00,2,1,3.7,14,68,156.97,1019.3
1/9/2019 14:00,2.1,1,2.8,27,68,133.49,1019.8
1/9/2019 15:00,1.7,1,2.1,26,68,79.03,1020.3
1/9/2019 16:00,0.8,1,1.9,24,69,16.78,1021.2
1/9/2019 17:00,0.2,1,1.4,355,70,0.27,1022
1/9/2019 18:00,-0.5,1,1.1,6,72,0,1022.4
1/9/2019 19:00,-1.1,1,0.8,24,72,0,1022.8
1/9/2019 20:00,-1.2,1,1.6,22,70,0,1023.1
1/9/2019 21:00,-1.9,1,1.4,337,71,0,1023.6
1/9/2019 22:00,-2.1,1,1.9,352,72,0,1024
1/9/2019 23:00,-2.1,1,1.6,23,72,0,1023.9
1/10/2019 0:00,-2.9,1,0.9,335,75,0,1023.9
1/10/2019 1:00,-3.4,1,0,0,77,0,1023.9
1/10/2019 2:00,-3.4,1,0,0,77,0,1024
1/10/2019 3:00,-3.2,1,0,0,76,0,1024
1/10/2019 4:00,-4,1,0,0,81,0,1024
1/10/2019 5:00,-4.2,1,0,0,85,0,1023.6
1/10/2019 6:00,-4.7,1,0,0,92,0,1023.4
1/10/2019 7:00,-4.3,1,0,0,93,0,1023.2
1/10/2019 8:00,-3.2,1,0.7,69,92,0.09,1023.2
1/10/2019 9:00,-2.6,1,1.1,124,82,4.6,1022.9
1/10/2019 10:00,-2.3,1,1,129,74,20.55,1023
1/10/2019 11:00,-1.2,1,1.4,153,74,63.1,1022.7
1/10/2019 12:00,-0.6,1,2.8,167,74,60.72,1021.9
1/10/2019 13:00,0.3,1,1.5,171,75,53.67,1021.1
1/10/2019 14:00,1.1,1,2.7,169,76,47.68,1020.4
1/10/2019 15:00,1.8,1,1.6,173,75,23.87,1019.5
1/10/2019 16:00,2.7,1,2.9,205,79,3.86,1018.5
1/10/2019 17:00,2.9,1,3.4,216,81,0.09,1017.9
1/10/2019 18:00,3,1,3.3,218,82,0,1017.2
1/10/2019 19:00,3.3,1,3.4,212,83,0,1016.4
1/10/2019 20:00,3.4,1,2.9,214,83,0,1015.9
1/10/2019 21:00,3.7,1,4.1,199,84,0,1015
1/10/2019 22:00,4,1,2.2,205,84,0,1014.7
1/10/2019 23:00,4,1,1.4,203,84,0,1014.3
1/11/2019 0:00,4.1,1,2.9,206,84,0,1012.6
1/11/2019 1:00,4.4,1,2.8,221,85,0,1011.8
1/11/2019 2:00,4.8,1,3.1,208,86,0,1010.6
1/11/2019 3:00,4.7,1,1.7,169,86,0,1009.9
1/11/2019 4:00,4,1,1.8,182,85,0,1009.3
1/11/2019 5:00,4.2,1,1.8,189,85,0,1008.5
1/11/2019 6:00,4.9,1,1.6,214,84,0,1007.8
1/11/2019 7:00,5.1,1,1.9,218,84,0,1007
1/11/2019 8:00,4.8,1,0.7,266,83,0,1006.9
1/11/2019 9:00,4.9,1,0.8,253,82,0.74,1007.2
1/11/2019 10:00,4.7,1,0,0,83,21.7,1007.9
1/11/2019 11:00,5.2,1,0,0,84,62.01,1008.4
1/11/2019 12:00,7.4,1,0.9,328,81,183.96,1008.5
1/11/2019 13:00,7.1,1,1.6,12,81,112.53,1008.8
1/11/2019 14:00,6.5,1,0.8,16,80,95.98,1009.1
1/11/2019 15:00,5.7,1,1.4,41,72,54.7,1009.8
1/11/2019 16:00,4,1,0,0,76,11.8,1010.2
1/11/2019 17:00,2.5,1,0,0,81,0.55,1010.5
1/11/2019 18:00,1.3,1,0,0,82,0,1010.6
1/11/2019 19:00,0.6,1,0.6,33,81,0,1011.2
1/11/2019 20:00,-0.3,1,0,0,80,0,1011.3
1/11/2019 21:00,-0.5,1,0.8,40,80,0,1011.3
1/11/2019 22:00,-0.9,1,0,0,80,0,1011.3
1/11/2019 23:00,-1.1,1,0.7,42,92,0,1011.2
1/12/2019 0:00,-1.2,1,0,0,97,0,1010.6
1/12/2019 1:00,-1.3,1,0,0,97,0,1009.9
1/12/2019 2:00,-2,1,0,0,97,0,1009.2
1/12/2019 3:00,-1.5,1,0,0,99,0,1008.6
1/12/2019 4:00,-1.3,1,0.8,30,99,0,1007.6
1/12/2019 5:00,-1.7,1,0,0,99,0,1006.4
1/12/2019 6:00,-0.5,1,0,0,100,0,1005.7
1/12/2019 7:00,0.3,1,1.3,151,99,0,1004.7
1/12/2019 8:00,0.6,1,1.1,129,81,0,1003.7
1/12/2019 9:00,0.7,1,1.9,166,81,4.55,1003.1
1/12/2019 10:00,0.8,1,1.9,168,81,33.92,1002.2
1/12/2019 11:00,1.6,1,0.6,143,81,56.26,1001.1
1/12/2019 12:00,2.4,1,1,169,82,86.07,1000
1/12/2019 13:00,3.1,1,0.7,160,80,94.24,998.7
1/12/2019 14:00,3.9,1,1.7,232,78,44.24,997.6
1/12/2019 15:00,3.9,1,0.7,251,81,52.12,996.9
1/12/2019 16:00,3.2,1,0.6,31,82,7.84,996.4
1/12/2019 17:00,2.7,1,0,0,82,0.35,996.1
1/12/2019 18:00,2,1,0.8,47,82,0,995.9
1/12/2019 19:00,1.3,1,0,0,81,0,996.2
1/12/2019 20:00,0.5,1,0.7,355,81,0,996.3
1/12/2019 21:00,-0.5,1,1.4,1,82,0,996.4
1/12/2019 22:00,-1.1,1,1.5,5,82,0,996.6
1/12/2019 23:00,-1.2,1,0.7,357,82,0,996.6
1/13/2019 0:00,-1.6,1,0.7,2,82,0,996.5
1/13/2019 1:00,-1.9,1,0,0,82,0,996.3
1/13/2019 2:00,-2,1,0.6,64,82,0,995.4
1/13/2019 3:00,-2.2,1,0,0,82,0,994.9
1/13/2019 4:00,-2.1,1,0,0,82,0,993.9
1/13/2019 5:00,-1.7,1,0.5,130,83,0,992.7
1/13/2019 6:00,-0.6,1,2.6,168,82,0,991.4
1/13/2019 7:00,0.2,1,2.3,164,83,0,989.4
1/13/2019 8:00,1.3,1,2.5,173,82,0.11,987.4
1/13/2019 9:00,4.5,1,3.1,241,82,1.61,986.1
1/13/2019 10:00,4.8,1,2.2,231,82,6.4,984.5
1/13/2019 11:00,5.1,1,2.9,208,83,21.43,982.9
1/13/2019 12:00,5.4,1,2.5,223,84,40.59,981
1/13/2019 13:00,5.7,1,3.4,231,85,31.76,979.2
1/13/2019 14:00,6.6,1,4.3,267,85,25.41,977.8
1/13/2019 15:00,6.5,1,3.2,278,84,29.02,976.7
1/13/2019 16:00,6.2,1,3.1,290,83,7.26,977
1/13/2019 17:00,5.2,1,1.6,289,85,0.74,977
1/13/2019 18:00,4.4,1,3.1,332,84,0,977.5
1/13/2019 19:00,3.8,1,4.3,7,80,0,979.2
1/13/2019 20:00,2.5,1,4,7,79,0,981.4
1/13/2019 21:00,1.9,1,3.9,341,74,0,983.3
1/13/2019 22:00,1.5,1,3.3,8,67,0,984.9
1/13/2019 23:00,0.7,1,2.8,11,66,0,985.7
1/14/2019 0:00,0.6,1,1.9,15,65,0,985.7
1/14/2019 1:00,0.8,1,2.6,307,57,0,986.8
1/14/2019 2:00,1.1,1,2.1,291,57,0,987.3
1/14/2019 3:00,1.1,1,3.1,324,57,0,988.1
1/14/2019 4:00,0.7,1,4,317,54,0,989
1/14/2019 5:00,0.9,1,5.6,321,52,0,989.6
1/14/2019 6:00,0.1,1,4.2,321,52,0,990.4
1/14/2019 7:00,-0.2,1,3.6,317,50,0,991
1/14/2019 8:00,0,1,4.2,319,48,0,991.9
1/14/2019 9:00,0,1,4.2,313,47,3.09,992.6
1/14/2019 10:00,0.7,1,6,311,46,48.92,993.6
1/14/2019 11:00,1.4,1,5.2,299,49,114,993.8
1/14/2019 12:00,2.2,1,4.8,301,50,107.37,994.1
1/14/2019 13:00,2.6,1,5.8,312,49,150.72,994.8
1/14/2019 14:00,2.8,1,5,302,53,90.56,995
1/14/2019 15:00,3,1,4.8,302,55,89.62,995.7
1/14/2019 16:00,2.8,1,4.6,294,54,24.25,997
1/14/2019 17:00,2.9,1,3.8,299,54,0.93,997.5
1/14/2019 18:00,3.2,1,3.7,295,55,0,998.2
1/14/2019 19:00,3,1,4.2,294,54,0,998.9
1/14/2019 20:00,3.3,1,5.1,296,53,0,999.8
1/14/2019 21:00,2.7,1,4.2,293,54,0,1000.4
1/14/2019 22:00,2.1,1,3.2,288,56,0,1000.8
1/14/2019 23:00,1.9,1,3.5,289,55,0,1001.2
1/15/2019 0:00,1.8,1,3.2,296,56,0,1001.5
1/15/2019 1:00,1.3,1,2.8,292,54,0,1001.8
1/15/2019 2:00,1,1,2.7,293,53,0,1002.1
1/15/2019 3:00,0.4,1,2.4,292,56,0,1002.2
1/15/2019 4:00,-0.6,1,1,297,59,0,1002.4
1/15/2019 5:00,-2.2,1,0,0,65,0,1002.4
1/15/2019 6:00,-2.6,1,0,0,73,0,1001.9
1/15/2019 7:00,-2.3,1,0,0,76,0,1001.6
1/15/2019 8:00,-1.7,1,0.6,29,74,0.04,1001.7
1/15/2019 9:00,-1.4,1,0,0,76,3.3,1001.5
1/15/2019 10:00,0.1,1,0.8,218,70,9.39,1000.9
1/15/2019 11:00,-0.9,1,1.5,147,80,12.51,999.9
1/15/2019 12:00,-0.6,1,2.2,140,83,36.54,997.8
1/15/2019 13:00,-0.4,1,2.2,148,82,41.35,996
1/15/2019 14:00,0.3,1,2.1,141,82,34.76,994.7
1/15/2019 15:00,0.6,1,1.7,79,82,27.01,993.8
1/15/2019 16:00,0.9,1,0,0,82,19.46,994.4
1/15/2019 17:00,1.3,1,0.6,331,83,1.77,994.7
1/15/2019 18:00,3.6,1,3,284,80,0,995
1/15/2019 19:00,3.6,1,1.8,271,81,0,995.4
1/15/2019 20:00,5,1,3.2,275,77,0,995.7
1/15/2019 21:00,4.6,1,2.5,276,77,0,996.4
1/15/2019 22:00,4.8,1,3.1,276,78,0,997
1/15/2019 23:00,4.4,1,2,282,78,0,997.5
1/16/2019 0:00,4.1,1,1.2,282,79,0,997.9
1/16/2019 1:00,2.5,1,0,0,81,0,997.9
1/16/2019 2:00,2.3,1,0,0,81,0,997.8
1/16/2019 3:00,1.1,1,0.7,23,81,0,998.2
1/16/2019 4:00,0.4,1,0.5,17,81,0,997.8
1/16/2019 5:00,0.4,1,0,0,81,0,997.2
1/16/2019 6:00,1,1,0,0,81,0,996.5
1/16/2019 7:00,3.3,1,1.5,175,81,0,996.1
1/16/2019 8:00,3.4,1,2.7,188,82,0,995.2
1/16/2019 9:00,3.4,1,3,166,83,0.46,994.1
1/16/2019 10:00,5.2,1,4.1,200,84,5.73,993.1
1/16/2019 11:00,5.8,1,4.8,209,84,10.06,992.6
1/16/2019 12:00,5.9,1,5.2,211,86,9.73,992.1
1/16/2019 13:00,6,1,4.7,212,85,8.8,991.3
1/16/2019 14:00,6.3,1,5.3,207,85,12.17,990.4
1/16/2019 15:00,6.2,1,4.8,200,85,8.54,989.7
1/16/2019 16:00,6.2,1,4.8,198,85,2.3,989
1/16/2019 17:00,6.3,1,5.3,199,86,0.15,988.2
1/16/2019 18:00,6.3,1,5.3,204,87,0,987
1/16/2019 19:00,6.3,1,5.1,208,87,0,985.9
1/16/2019 20:00,6.3,1,5.1,209,87,0,985.1
1/16/2019 21:00,6.4,1,5,212,85,0,985
1/16/2019 22:00,6.4,1,4.3,221,84,0,985.2
1/16/2019 23:00,5.6,1,3.9,251,86,0,984.8
1/17/2019 0:00,5.6,1,4.9,250,81,0,984.4
1/17/2019 1:00,5.4,1,4.1,237,80,0,984.1
1/17/2019 2:00,4.2,1,2.5,244,83,0,983.9
1/17/2019 3:00,3.8,1,2.1,290,83,0,984.3
1/17/2019 4:00,1.7,1,2,360,82,0,985.1
1/17/2019 5:00,0.1,1,3.1,360,81,0,986.1
1/17/2019 6:00,-1.2,1,2.1,17,76,0,987
1/17/2019 7:00,-1.8,1,2.6,21,71,0,987.7
1/17/2019 8:00,-2.3,1,2,16,71,0,988.7
1/17/2019 9:00,-2.7,1,2.3,10,71,6.97,990.2
1/17/2019 10:00,-2.6,1,2.1,2,67,57.52,991.6
1/17/2019 11:00,-2.4,1,2.2,10,67,45.63,992.3
1/17/2019 12:00,-1.9,1,2.5,6,65,111.22,992.9
1/17/2019 13:00,-1.9,1,2.9,10,63,81.08,993.2
1/17/2019 14:00,-1.7,1,2.8,360,60,115.48,993.9
1/17/2019 15:00,-2,1,2.3,2,62,48.66,994.7
1/17/2019 16:00,-2.4,1,1.8,3,63,20.95,995.9
1/17/2019 17:00,-3.1,1,1.6,20,64,0.96,997.4
1/17/2019 18:00,-3.7,1,2.2,4,65,0,998.9
1/17/2019 19:00,-4.4,1,1.4,31,71,0,1000.2
1/17/2019 20:00,-4.4,1,0.8,11,78,0,1001.6
1/17/2019 21:00,-5.1,1,0,0,85,0,1002.6
1/17/2019 22:00,-5.4,1,0.7,325,86,0,1003.8
1/17/2019 23:00,-6.5,1,0,0,89,0,1004.5
1/18/2019 0:00,-6.9,1,0,0,89,0,1005.2
1/18/2019 1:00,-6.4,1,0,0,91,0,1005.5
1/18/2019 2:00,-6.7,1,0,0,92,0,1006.1
1/18/2019 3:00,-7.1,1,0,0,92,0,1006.9
1/18/2019 4:00,-6.9,1,0,0,92,0,1007.3
1/18/2019 5:00,-6.9,1,0,0,93,0,1007.8
1/18/2019 6:00,-7.1,1,0,0,92,0,1008.3
1/18/2019 7:00,-6.9,1,0,0,91,0,1008.9
1/18/2019 8:00,-6.4,1,0,0,90,0.02,1009.3
1/18/2019 9:00,-6.4,1,0,0,90,6.49,1010
1/18/2019 10:00,-5.2,1,0,0,89,49.73,1010.5
1/18/2019 11:00,-2.9,1,0,0,68,107.38,1010.5
1/18/2019 12:00,1.1,1,0.7,215,63,168.12,1010.5
1/18/2019 13:00,2.9,1,3.2,265,57,189.4,1010.5
1/18/2019 14:00,3,1,3.5,279,62,156.74,1010.4
1/18/2019 15:00,2.8,1,3.1,296,60,96.61,1010.7
1/18/2019 16:00,2,1,2.2,282,65,28.98,1011.1
1/18/2019 17:00,0.4,1,0.9,268,67,1.5,1011.3
1/18/2019 18:00,-0.7,1,1.3,251,67,0,1011.8
1/18/2019 19:00,-2,1,0,0,67,0,1012.3
1/18/2019 20:00,-3.7,1,0,0,71,0,1012.7
1/18/2019 21:00,-4.3,1,0,0,70,0,1013.2
1/18/2019 22:00,-5,1,0,0,69,0,1013.7
1/18/2019 23:00,-5.3,1,0,0,69,0,1013.9
1/19/2019 0:00,-5.5,1,0,0,69,0,1013.9
1/19/2019 1:00,-5.3,1,0.7,28,69,0,1014.2
1/19/2019 2:00,-5.7,1,0,0,69,0,1014
1/19/2019 3:00,-5.6,1,0.9,30,70,0,1014
1/19/2019 4:00,-6.1,1,0.5,48,70,0,1013.8
1/19/2019 5:00,-6,1,0.8,32,71,0,1013.8
1/19/2019 6:00,-6.5,1,0,0,72,0,1013.8
1/19/2019 7:00,-6,1,0,0,73,0,1013.9
1/19/2019 8:00,-5.8,1,0,0,72,0,1014.2
